NCBI_GeneID	NCBI_UnigeneID	NCBI_RefSeqID	Affymetrix_probesetID	organism
219736	Hs.37636	NM_001130162		human
219736	Hs.37636	NM_152709		human
219738	Hs.522992	NM_145306		human
219743	Hs.533655	NM_001040273		human
219743	Hs.533655	NM_173555		human
219749	Hs.499429	NM_145011		human
219770	Hs.638922	NM_153368		human
219770		NM_153368		human
219771	Hs.14745	NM_145012		human
219771	Hs.14745	NM_181698		human
219771	Hs.651463	NM_145012		human
219771	Hs.651463	NM_181698		human
219771		NM_145012		human
219771		NM_181698		human
219790	Hs.585591	NM_145307		human
219793	Hs.386698	NM_152710		human
219833	Hs.351133	NM_145013		human
219844	Hs.585071	NM_001134793		human
219844	Hs.585071	NM_145014		human
219854	Hs.7626	NM_001080546		human
219855	Hs.352661	NM_001145290		human
219855	Hs.352661	NM_198277		human
219858	Hs.553634	NM_001005195		human
219865		NM_001005198		human
219869	Hs.553635	NM_001004464		human
219870	Hs.553636	NM_001001953		human
219873	Hs.553637	NM_001004474		human
219874	Hs.553638	NM_001005187		human
219875	Hs.553639	NM_001001965		human
219899	Hs.504136	NM_001130047	222365_at	human
219899	Hs.504136	NM_152715	222365_at	human
219902		NM_174926		human
219927	Hs.503047	NM_181514		human
219927	Hs.503047	NM_181515		human
219931	Hs.131851	NM_139075		human
219938	Hs.97541	NM_174927		human
219952		NM_001005186		human
219954	Hs.632122	NM_001005211		human
219956		NM_001005212		human
219957	Hs.553643	NM_001005283		human
219958	Hs.553644	NM_001004459		human
219959	Hs.553645	NM_001004458		human
219960	Hs.553646	NM_001004471		human
219965	Hs.554517	NM_001005489		human
219968	Hs.553647	NM_001005218		human
219970	Hs.254271	NM_145016		human
219972		NM_001039396		human
219981	Hs.553648	NM_001001954		human
219982	Hs.553649	NM_001004728		human
219983	Hs.553650	NM_001004708		human
219986	Hs.553651	NM_001004706		human
219988	Hs.591960	NM_152716		human
219990		NM_173801		human
219995	Hs.207465	NM_001098835		human
219995	Hs.207465	NM_152717		human
220001	Hs.60640	NM_152718		human
220002	Hs.22546	NM_001161452		human
220002	Hs.22546	NM_001161454		human
220002	Hs.22546	NM_153611		human
220004	Hs.502726	NM_145017		human
220032		NM_182833		human
220042	Hs.165607	NM_145018		human
220047	Hs.567774	NM_173556		human
220064		NM_153451		human
220070	Hs.326766	XR_041798		human
220070	Hs.326766	XR_041799		human
220070	Hs.326766	XR_041800		human
220074	Hs.317243	NM_001145307		human
220074	Hs.317243	NM_001145308		human
220074	Hs.317243	NM_001145309		human
220074	Hs.317243	NM_001145310		human
220074	Hs.317243	NM_145309		human
220074	Hs.317243	NR_026886		human
220077	Hs.503160	XR_017002		human
220077	Hs.503160	XR_019008		human
220081		NM_182542		human
220082	Hs.186363	NM_152719		human
220107		NM_198989		human
220108		NM_145019		human
220115	Hs.528448	NR_002793		human
220134	Hs.134726	NM_001039535	217640_x_at	human
220134	Hs.134726	NM_145060	217640_x_at	human
220136		NM_145020		human
220164	Hs.278285	NM_152721		human
220202	Hs.175396	NM_145178		human
220213	Hs.499042	NM_001145373		human
220296		NM_152722		human
220323	Hs.445081	NM_178507		human
220359	Hs.632121	NM_145719		human
220382	Hs.448218	NM_175885		human
220388	Hs.376241	NM_152723		human
220416	Hs.267765	XM_001714777		human
220416	Hs.267765	XM_001716651		human
220416	Hs.267765	XM_001718341		human
220429	Hs.448219	NR_003268		human
220441		NM_173557		human
220594	Hs.234573	NR_003554		human
220594	Hs.462475	NR_003554		human
220729	Hs.478854	NR_003266		human
220832	Hs.647108	NR_002935		human
220869	Hs.355950	NM_001024916	220175_s_at	human
220869	Hs.635227	NM_001024916	220175_s_at	human
220869	Hs.645504	NM_001024916	220175_s_at	human
220906	Hs.403253	XM_001716346		human
220906	Hs.403253	XM_001716412		human
220929		NM_001143766		human
220929		NM_001143767		human
220929		NM_001143768		human
220929		NM_001143769		human
220929		NM_001143770		human
220929		NM_001143771		human
220929		NM_182755		human
220929		NR_026560		human
220930	Hs.372654	NR_024284		human
220963	Hs.499709	NM_194298		human
220965	Hs.607594	NM_001001971		human
220965	Hs.607594	NM_001143773		human
220965	Hs.607594	NM_001166698		human
220965	Hs.607594	NM_198215		human
220972	Hs.499489	NM_001002265		human
220972	Hs.499489	NM_001002266		human
220972	Hs.499489	NM_145021		human
220979		NM_001039380		human
220988	Hs.516539	NM_194247	206809_s_at	human
220988	Hs.516539	NM_194247	211930_at	human
220988	Hs.516539	NM_194247	211931_s_at	human
220988	Hs.516539	NM_194247	211932_at	human
220988	Hs.516539	NM_194247	211933_s_at	human
220992	Hs.147440	NM_145312		human
221002	Hs.125293	NM_145313		human
221016		NM_001026383		human
221016		NM_145023		human
221035		NM_001001330		human
221037	Hs.413416	NM_004241	221763_at	human
221037	Hs.413416	NM_032776	221763_at	human
221044	Hs.112998	NM_145314		human
221060	Hs.567777	NM_153244		human
221061		NM_001010924	212771_at	human
221074	Hs.350895	NM_001145195		human
221074	Hs.350895	NM_152725		human
221078	Hs.396175	NM_182543		human
221079	Hs.25362	NM_178815		human
221091	Hs.427449	NM_203422		human
221092		NM_001079559	222264_at	human
221092		NM_001079559	66053_at	human
221120	Hs.368920	NM_139178		human
221122	Hs.551656	NR_026681		human
221143	Hs.266745	NM_174928		human
221150	Hs.88523	NM_001166017		human
221150	Hs.88523	NM_145061		human
221154	Hs.412103	NM_152726	212410_at	human
221178		NM_001166271		human
221178		NM_153023		human
221184	Hs.339809	NM_152727		human
221188		NM_153837		human
221191	Hs.411239	NM_001080492		human
221223	Hs.350800	NM_001143685		human
221223	Hs.350800	NM_145024		human
221241	Hs.567778	NR_027245		human
221262	Hs.373914	NR_028595		human
221262	Hs.373914	XR_039946		human
221262	Hs.373914	XR_039947		human
221262	Hs.373914	XR_039948		human
221264	Hs.205144	NM_001145128		human
221264	Hs.205144	NM_145025		human
221264	Hs.205144	XM_002342685		human
221264	Hs.205144	XM_002345940		human
221264	Hs.205144	XM_002345951		human
221264	Hs.205144	XM_002346822		human
221264	Hs.205144	XM_002346847		human
221294		NM_152729		human
221301	Hs.350750	NM_153036		human
221302		NM_145062		human
221303	Hs.126712	NM_001085480		human
221322	Hs.121396	NM_152730		human
221336	Hs.582993	NM_152731		human
221357	Hs.646984	NM_153699		human
221391	Hs.213717	NM_001030051		human
221391	Hs.213717	NM_181744		human
221393		NM_153838		human
221395	Hs.362806	NM_001098518	212950_at	human
221395	Hs.362806	NM_001098518	212951_at	human
221395	Hs.362806	NM_015234	212950_at	human
221395	Hs.362806	NM_015234	212951_at	human
221400		NM_001010870		human
221400		NM_001168359		human
221409		NM_145026		human
221416	Hs.531926	NM_153246		human
221421	Hs.534585	NM_152732		human
221424	Hs.445552	NM_001012974		human
221438	Hs.639392	NR_002794		human
221442	Hs.374076	NR_026938		human
221443	Hs.227457	NM_145063	213322_at	human
221458	Hs.588202	NM_145027		human
221468	Hs.520101	NM_001162900		human
221468	Hs.520101	NM_145316		human
221472	Hs.509664	NM_173558		human
221476	Hs.25391	NM_153370		human
221477	Hs.433381	NM_152734		human
221481	Hs.533066	NM_145028		human
221491	Hs.381300	NM_001008703		human
221491	Hs.381300	NM_001008704		human
221491	Hs.381300	NM_178508		human
221496	Hs.444845	NM_001143944		human
221496	Hs.444845	NM_181336		human
221504	Hs.591805	NM_152735		human
221527	Hs.234027	NM_181842		human
221545	Hs.591787	NM_001109938		human
221545	Hs.591787	NM_001161376		human
221545	Hs.591787	NM_145029		human
221584	Hs.634723	NR_024063		human
221613	Hs.406739	NM_170745		human
221656		NM_153042		human
221662		NM_001143941		human
221662		NM_001143942		human
221662		NM_153020		human
221687	Hs.111164	NM_001165032		human
221687	Hs.111164	NM_001165033		human
221687	Hs.111164	NM_001165034		human
221687	Hs.111164	NM_152737		human
221692	Hs.436996	NM_030948	213638_at	human
221710		NM_001135575		human
221711		NM_001040274		human
221718	Hs.173337	NM_152738		human
221718	Hs.173337	NR_027793		human
221749	Hs.484500	NM_183373	212923_s_at	human
221756	Hs.8162	XM_001714336		human
221756	Hs.8162	XM_001718089		human
221756	Hs.8162	XM_001724093		human
221785	Hs.446297	NM_145115		human
221786	Hs.596587	NM_145111		human
221806		NM_001135924		human
221823	Hs.169284	NM_175886	215486_at	human
221830	Hs.353035	NM_001002926	214729_at	human
221833	Hs.195922	NM_182700		human
221833	Hs.195922	NM_198956		human
221883	Hs.587427	NR_002795		human
221895	Hs.368944	NM_175061		human
221908	Hs.413359	NM_145030		human
221914	Hs.211701	NM_152742		human
221927	Hs.520623	NM_152743		human
221935		NM_001079653		human
221935		NM_152744		human
221935		NR_027816		human
221937		NM_001037165		human
221938	Hs.558694	NM_001100600		human
221938	Hs.558694	NM_198403		human
221955	Hs.487498	NM_001142936		human
221955	Hs.487498	NM_139179		human
221960	Hs.567779	NM_198097	201973_s_at	human
221960	Hs.567779	NM_198097	201974_s_at	human
221960	Hs.567779	NM_198097	208310_s_at	human
221981	Hs.120855	NM_015204	213894_at	human
221981	Hs.120855	NM_015204	214920_at	human
221981	Hs.648482	NM_015204	213894_at	human
221981	Hs.648482	NM_015204	214920_at	human
222008	Hs.335933	NM_182546		human
222029	Hs.568108	NR_026929		human
222068	Hs.598832	NM_182547		human
222068		NM_182547		human
222161	Hs.112423	NR_002186		human
222166	Hs.200100	NM_152793		human
222171	Hs.91109	NM_175887		human
222183	Hs.511025	NM_001110199		human
222194	Hs.592289	NM_198467		human
222223	Hs.530069	NM_001142749		human
222223	Hs.530069	NM_152748		human
222223	Hs.530069	NR_030672		human
222229	Hs.274135	NM_152892		human
222234	Hs.202543	NM_001145268		human
222234	Hs.202543	NM_001145269		human
222234	Hs.202543	NR_026879		human
222235		NM_001111038		human
222235		NM_145032		human
222236	Hs.324271	NM_001122838		human
222236	Hs.324271	NM_198990		human
222255	Hs.489603	NM_020725	214343_s_at	human
222255	Hs.489603	NM_138495	214343_s_at	human
222255	Hs.489603	NM_152749	214343_s_at	human
222256	Hs.150120	NM_152750		human
222389	Hs.498740	NM_001100912		human
222389	Hs.498740	NM_152751		human
222484	Hs.132359	NM_153371		human
222487	Hs.383403	NM_170776	220404_at	human
222537	Hs.645477	NM_153612		human
222545		NM_148963		human
222546	Hs.352276	NM_173560		human
222553		NM_001029858		human
222584		NM_001010872		human
222611		NM_153839		human
222642	Hs.357392	NM_001010873	215449_at	human
222642	Hs.357392	NM_001159726	215449_at	human
222643	Hs.158357	NM_173561		human
222658	Hs.188757	NM_173562	214849_at	human
222659	Hs.520097	NM_152990		human
222662		NM_182548		human
222663	Hs.12923	NM_152753		human
222696	Hs.376873	NM_001012455		human
222698		NM_001007531		human
222699	Hs.161441	NR_002936		human
222826		NM_173563		human
222865	Hs.270753	NM_001134450		human
222865	Hs.270753	NM_001134451		human
222865	Hs.270753	NM_152913		human
222894	Hs.592168	NM_152898		human
222901	Hs.282235	NR_026673		human
222950	Hs.320086	NM_173564		human
222962		NM_001040661		human
222962		NM_153247		human
222967	Hs.442339	NM_173565		human
223075		NM_194300		human
223082	Hs.487869	NM_147128		human
223117	Hs.201340	NM_152754	215324_at	human
225689	Hs.493169	NM_139021		human
245711	Hs.511956	NM_001008779		human
245711	Hs.511956	NM_001142634		human
245711	Hs.511956	NM_182756		human
245802		NM_139249		human
245806	Hs.99324	NM_153453		human
245806	Hs.99324	NM_182645		human
245812	Hs.632293	NM_152755		human
245908	Hs.381378	NM_152250		human
245909	Hs.535925	NM_152251		human
245910	Hs.520874	NM_001037668		human
245910		NM_001037668		human
245911	Hs.555032	NM_001002035		human
245912	Hs.521405	NR_024044		human
245913	Hs.571093	NM_001037497		human
245913	Hs.571093	NM_001037728		human
245915	Hs.571092	NM_001037498		human
245927	Hs.582789	NM_001037729		human
245928	Hs.381372	NM_001037499		human
245929	Hs.580793	NM_001037730		human
245930	Hs.580703	NM_001037731		human
245931	Hs.580702	XM_002343728		human
245931	Hs.580702	XM_002345410		human
245931	Hs.580702	XM_002348051		human
245932	Hs.516998	NM_153289		human
245932	Hs.516998	NM_153323		human
245932	Hs.516998	NM_173460		human
245934	Hs.272294	NM_001011878		human
245935	Hs.526624	NR_002577		human
245936	Hs.122509	NM_153324		human
245937	Hs.381373	NM_001037500		human
245938	Hs.380220	NM_153325		human
245939	Hs.516818	NM_001037732		human
245940	Hs.581979	NM_001037804		human
245972	Hs.436360	NM_152565		human
245973	Hs.580464	NM_001039362		human
245973	Hs.580464	NM_144583		human
246100		NM_139250	210546_x_at	human
246100		NM_139250	211674_x_at	human
246100		NM_139250	215733_x_at	human
246119		NR_001542		human
246122	Hs.407277	NR_001534		human
246126	Hs.522863	NM_001005852		human
246175	Hs.592519	NM_144571		human
246176	Hs.591194	NM_139285		human
246182	Hs.647691	NR_002796		human
246184		NM_139286		human
246213	Hs.116871	NM_001145288		human
246213	Hs.116871	NM_139319		human
246243	Hs.568006	NM_002936	218496_at	human
246243	Hs.568006	NM_002936	218497_s_at	human
246269	Hs.259666	NM_145315		human
246329	Hs.417595	NM_145064		human
246330		NM_001098510		human
246330		NM_145065		human
246704	Hs.171428	XR_041771		human
246704	Hs.171428	XR_041772		human
246704	Hs.171428	XR_041773		human
246705	Hs.505079	NR_027246		human
246721		NM_032959	212782_x_at	human
246721		NM_032959	216242_x_at	human
246744		NM_001007532		human
246754		NR_027025		human
246777		NM_145658		human
246778	Hs.528111	NM_145659		human
252839	Hs.181444	NM_016456		human
252884		NM_145756		human
252946	Hs.559065	NR_001553		human
252946	Hs.638604	NR_001553		human
252948	Hs.522848	NR_001552		human
252949	Hs.522869	NR_001526		human
252950	Hs.522852	NR_001550		human
252951	Hs.632292	NR_001546		human
252952	Hs.522853	NR_001549		human
252953	Hs.522847	NR_001535		human
252954	Hs.511961	NR_001539		human
252955	Hs.522846	NR_001540		human
252969	Hs.293818	NM_001135746		human
252969	Hs.293818	NM_001135747		human
252969	Hs.293818	NM_001135748		human
252969	Hs.293818	NM_145043		human
252983	Hs.35199	NM_178509		human
252983	Hs.602450	NM_178509		human
252995	Hs.524234	NM_153756		human
253012	Hs.443169	NM_001039372		human
253012	Hs.443169	NM_198151		human
253017	Hs.227752	NM_001010874		human
253018		NR_026791		human
253039	Hs.594170	NR_024408		human
253128	Hs.408739	XR_041988		human
253128	Hs.408739	XR_041989		human
253128	Hs.408739	XR_041990		human
253143	Hs.438906	NM_173566	216555_at	human
253152	Hs.201555	NM_173567		human
253175	Hs.562095	NM_001003894	207646_s_at	human
253175	Hs.562095	NM_001003895	207646_s_at	human
253175	Hs.562095	NM_001003895	207647_at	human
253190	Hs.360940	NM_014509	214243_s_at	human
253190	Hs.360940	NM_014509	217276_x_at	human
253190	Hs.360940	NM_014509	217284_x_at	human
253260	Hs.407926	NM_152756		human
253314	Hs.448362	NM_001099408		human
253430	Hs.499690	NM_152230		human
253461		NM_001080412	219221_at	human
253512	Hs.591230	NM_001010875		human
253558	Hs.468048	NM_001002257		human
253558	Hs.468048	NM_182551		human
253558		NM_001002257		human
253558		NM_182551		human
253559	Hs.164578	NM_001167674		human
253559	Hs.164578	NM_001167675		human
253559	Hs.164578	NM_153184		human
253573	Hs.97386	XM_934672		human
253573	Hs.97386	XM_945539		human
253582	Hs.448372	NM_001010876		human
253635	Hs.595250	NM_174931		human
253639	Hs.581541	NM_175888		human
253639	Hs.581541	NR_024114		human
253650	Hs.644630	XM_001713970		human
253650	Hs.644630	XM_001717620		human
253650	Hs.644630	XM_001726105		human
253714	Hs.444292	NM_198468		human
253724	Hs.506549	NR_027249		human
253725		NM_015262	211068_x_at	human
253725		NM_015262	212370_x_at	human
253725		NM_015262	212929_s_at	human
253725		NM_015262	214946_x_at	human
253738	Hs.591374	NM_001005463		human
253769		NM_182552		human
253782	Hs.506829	NM_203463	212442_s_at	human
253782	Hs.506829	NM_203463	212446_s_at	human
253827		NM_001031679		human
253827		NM_198080		human
253832	Hs.564611	NM_153251		human
253832		NM_153251		human
253868	Hs.337024	NM_152757		human
253935	Hs.318370	NM_178127		human
253943	Hs.491861	NM_152758	221749_at	human
253959	Hs.113150	NM_014990	213049_at	human
253959	Hs.113150	NM_014990	214855_s_at	human
253959	Hs.113150	NM_194301	213049_at	human
253959	Hs.113150	NM_194301	214855_s_at	human
253970	Hs.509165	NM_001101341		human
253980	Hs.534590	NM_178863	221889_at	human
253980	Hs.534590	NM_178863	45653_at	human
253982		NM_181718	214993_at	human
254013		NM_001135863		human
254013		NM_001135864		human
254013		NM_173802		human
254042	Hs.298250	NM_199227		human
254048	Hs.153458	NM_173569		human
254048	Hs.511486	NM_173569		human
254050	Hs.374856	NM_001098519		human
254050	Hs.374856	NM_152759		human
254065	Hs.170667	NM_153252		human
254102	Hs.502867	NM_001099409	221755_at	human
254102	Hs.502867	NM_001099409	91703_at	human
254122	Hs.591950	NM_152760		human
254158	Hs.351265	NM_152761		human
254170	Hs.324342	NM_203301		human
254173	Hs.454835	NM_001130045		human
254173	Hs.454835	NM_153254		human
254187	Hs.350671	NM_152762		human
254225	Hs.370145	NM_001098638		human
254228		NM_153711		human
254240	Hs.372939	NM_174932		human
254251	Hs.446201	NM_001166139		human
254251	Hs.446201	NM_153686		human
254251		NM_001166139		human
254251		NM_153686		human
254263	Hs.437072	NM_182553		human
254268	Hs.372658	NM_152763		human
254272	Hs.434123	NM_001039397		human
254272	Hs.567880	NM_001039397		human
254295		NM_001100876		human
254295		NM_001100877		human
254295		NM_174933		human
254312	Hs.498620	NR_015413		human
254312	Hs.498620	NR_024410		human
254312	Hs.498620	NR_024411		human
254359		NM_207340	205634_x_at	human
254394	Hs.279008	NM_153255		human
254427	Hs.435775	NM_153256		human
254428	Hs.20274	NM_173854		human
254439	Hs.232604	NM_001136485		human
254528		NM_001163560		human
254528		NM_152764		human
254531	Hs.352614	NM_153613	213078_x_at	human
254531	Hs.352614	NM_153613	40472_at	human
254552	Hs.433329	NM_181843		human
254559	Hs.136313	NR_015411		human
254773	Hs.436468	NM_175735		human
254778		NM_152765		human
254783	Hs.554556	NM_001005490		human
254786	Hs.553653	NM_054104		human
254827	Hs.565848	NM_207015		human
254827	Hs.603646	NM_207015		human
254827		NM_207015		human
254863	Hs.534591	NM_152766		human
254879	Hs.626884	NM_001005471		human
254887	Hs.21902	NM_173570		human
254910	Hs.516410	NM_178438		human
254950	Hs.553654	NM_181623		human
254956	Hs.71428	NM_198469		human
254958	Hs.373854	NM_172239		human
254973	Hs.626838	NM_001005235		human
255022		NM_001001412		human
255025	Hs.130994	NR_015400		human
255027		NM_001128423		human
255027		NM_173803		human
255031	Hs.633978	NR_015401		human
255031	Hs.633978	NR_024416		human
255031		NR_015401		human
255031		NR_024416		human
255043	Hs.135215	NM_173804		human
255057	Hs.346575	NM_152769	215325_x_at	human
255061	Hs.434138	NM_001077503		human
255061	Hs.434138	NM_001077504		human
255061	Hs.434138	NM_001077505		human
255061	Hs.434138	NM_001077506		human
255061	Hs.434138	NM_170685		human
255061		NM_001077503		human
255061		NM_001077504		human
255061		NM_001077505		human
255061		NM_001077506		human
255061		NM_170685		human
255082	Hs.89387	NR_026939		human
255082	Hs.89387	NR_026940		human
255082	Hs.89387	NR_026941		human
255101	Hs.147762	NM_152389		human
255101	Hs.147762	NM_194302		human
255104		NM_181719		human
255119	Hs.527104	NM_152770		human
255167	Hs.435515	NR_024423		human
255167	Hs.435515	NR_024424		human
255180	Hs.370479	XR_041379		human
255180	Hs.370479	XR_041380		human
255180	Hs.370479	XR_041381		human
255187	Hs.149321	XR_041387		human
255187	Hs.149321	XR_041388		human
255187	Hs.149321	XR_041389		human
255189	Hs.231873	NM_213600		human
255193	Hs.374717	NM_152771		human
255220	Hs.147064	NM_001003936		human
255231	Hs.591446	NM_153259		human
255239	Hs.448473	NM_178510		human
255252	Hs.234681	NM_153260		human
255275		NM_001145113		human
255313	Hs.522775	NM_173571		human
255313		NM_173571		human
255324	Hs.401237	NM_001013442		human
255330	Hs.145435	XR_040325		human
255330	Hs.145435	XR_040326		human
255330	Hs.145435	XR_040327		human
255349	Hs.329040	NM_001001663		human
255352	Hs.375837	NM_173572		human
255374	Hs.632319	NM_203397		human
255394		NM_152772		human
255403	Hs.428579	NM_001039127		human
255403	Hs.636638	NM_001039127		human
255411	Hs.404103	NR_029448		human
255411	Hs.404103	NR_029449		human
255411	Hs.404103	XR_079505		human
255411	Hs.404103	XR_079537		human
255411	Hs.404103	XR_079552		human
255426	Hs.190559	NM_175062		human
255480	Hs.567915	XM_001134335		human
255480	Hs.567915	XM_001719855		human
255480	Hs.567915	XM_001723369		human
255488	Hs.148741	NM_182757		human
255512	Hs.588291	NR_029409		human
255512	Hs.588291	XM_002343067		human
255520	Hs.450105	NM_153702		human
255626	Hs.591786	NM_170610		human
255631		NM_152890		human
255649	Hs.448492	XM_001716162		human
255649	Hs.448492	XM_002344573		human
255725		NM_001004052		human
255738	Hs.18844	NM_174936		human
255743	Hs.518921	NM_001033047		human
255758	Hs.135997	NM_152773		human
255762	Hs.98244	NM_173806		human
255783	Hs.128690	NM_178511		human
255798	Hs.631933	NM_001077657		human
255809	Hs.440535	NM_001136482		human
255812	Hs.566872	NR_003264		human
255812	Hs.596261	NR_003264		human
255877		NM_181844		human
255919	Hs.591340	NM_153261		human
255926	Hs.369765	NR_001448		human
255928		NM_001146261		human
255928		NM_001146262		human
255928		NM_001146264		human
255928		NM_153262		human
255928		NR_027458		human
255928		NR_027459		human
255967	Hs.645015	NM_001168251		human
255967	Hs.645015	NM_175854		human
256006		NM_001164443		human
256006		XM_001714469		human
256006		XM_927671		human
256006		XM_937397		human
256051	Hs.564295	NM_153263	215315_at	human
256076	Hs.205403	NM_153264		human
256076	Hs.205403	NR_022012		human
256126		NM_001105578		human
256130	Hs.487670	NM_152774		human
256144	Hs.553656	NM_001004702		human
256148	Hs.553657	NM_001004725		human
256158	Hs.32194	XM_001715154		human
256158	Hs.32194	XM_001726942		human
256158	Hs.32194	XM_002347078		human
256158	Hs.512559	XM_001715154		human
256158	Hs.512559	XM_001726942		human
256158	Hs.512559	XM_002347078		human
256223	Hs.131916	XM_001725786		human
256223	Hs.131916	XM_170840		human
256227	Hs.512234	NM_001164460		human
256227	Hs.512234	NM_207342	217553_at	human
256227	Hs.512234	XM_001721690		human
256227	Hs.512234	XM_001723244		human
256236	Hs.636624	NR_002798		human
256281	Hs.526432	NM_177533		human
256297	Hs.351503	NM_178161		human
256302		NM_152914		human
256309	Hs.41101	NM_001145411		human
256309	Hs.41101	NM_152775		human
256329		NM_173573		human
256355	Hs.367935	NR_026676		human
256356	Hs.135904	NM_001039547		human
256356		NM_001039547		human
256364	Hs.379785	NM_153265	203442_x_at	human
256364	Hs.379785	NM_153265	212969_x_at	human
256369	Hs.143845	NR_024182		human
256369	Hs.143845	NR_024183		human
256369	Hs.143845	NR_024184		human
256374		XM_001717840		human
256374		XM_001717979		human
256374		XM_170597		human
256380	Hs.486109	NM_198081		human
256394	Hs.145890	NM_001080451		human
256435	Hs.337040	NM_001160011		human
256435	Hs.337040	NM_152996		human
256435		NM_001160011		human
256435		NM_152996		human
256471	Hs.480701	NM_152778		human
256472	Hs.399779	NM_153266		human
256536	Hs.126575	NM_174937		human
256586		NM_001143917		human
256586		NM_153374		human
256643		NM_198279		human
256646	Hs.525769	NM_175741		human
256691	Hs.547172	NM_153267		human
256710	Hs.567788	NM_152779		human
256714	Hs.127951	NM_001168465		human
256714	Hs.127951	NM_001168466		human
256714	Hs.127951	NM_001168467		human
256714	Hs.127951	NM_152780		human
256764	Hs.122125	NM_182758		human
256815	Hs.522360	NM_153714		human
256880	Hs.448554	NR_002799		human
256892	Hs.553659	NM_001004752		human
256933	Hs.585089	NM_148896		human
256949	Hs.322473	NM_198471	213715_s_at	human
256957	Hs.514820	NM_152781		human
256979	Hs.406741	NM_001030019		human
256979	Hs.406741	NM_152782		human
256987		NM_178276		human
257000	Hs.515575	NR_027064		human
257019		NM_174938		human
257044	Hs.459534	NM_001130957		human
257044	Hs.459534	NM_173807		human
257062	Hs.631842	NM_152784		human
257068		NM_001134478		human
257068		NM_153268		human
257101	Hs.353208	NM_001114759		human
257101	Hs.353208	NM_173574		human
257106	Hs.389374	NM_001025598		human
257106	Hs.389374	NM_181720		human
257144	Hs.49614	NM_001008756		human
257144	Hs.49614	NM_152785		human
257160	Hs.591934	NM_001077239		human
257160	Hs.591934	NM_207343		human
257169	Hs.632691	NM_152786		human
257177	Hs.534593	NM_001013625		human
257194	Hs.146542	NM_173808		human
257202	Hs.448570	NM_182701		human
257203	Hs.505159	NR_026719		human
257218	Hs.124537	NM_001042683		human
257218	Hs.124537	NM_173082		human
257236		NM_153376		human
257240	Hs.448572	NM_153270		human
257313	Hs.518492	NM_198152		human
257357	Hs.190548	XR_040389		human
257357	Hs.190548	XR_040390		human
257357	Hs.190548	XR_040391		human
257358	Hs.249689	NR_026945		human
257364	Hs.8705	NM_153271		human
257396	Hs.12326	XM_001715389		human
257396	Hs.12326	XM_001715431		human
257396	Hs.12326	XM_001721313		human
257397	Hs.188256	NM_152787		human
257407	Hs.526596	NM_001144994	213143_at	human
257407	Hs.526596	NM_001144994	213148_at	human
257407	Hs.551993	NM_001144994	213143_at	human
257407	Hs.551993	NM_001144994	213148_at	human
257415	Hs.18564	NM_001040057		human
257415	Hs.18564	NM_152789		human
257415	Hs.470311	NM_001040057		human
257415	Hs.470311	NM_152789		human
257415	Hs.489105	NM_001040057		human
257415	Hs.489105	NM_152789		human
257629	Hs.115959	NM_145865		human
258010	Hs.349096	NM_148893		human
259173	Hs.517937	NM_147129	222333_at	human
259173	Hs.517937	NM_182775	222333_at	human
259197	Hs.509513	NM_001145466	210763_x_at	human
259197	Hs.509513	NM_001145466	211010_s_at	human
259197	Hs.509513	NM_001145466	211583_x_at	human
259197	Hs.509513	NM_001145467	210763_x_at	human
259197	Hs.509513	NM_001145467	211010_s_at	human
259197	Hs.509513	NM_147130	210763_x_at	human
259197	Hs.509513	NM_147130	211010_s_at	human
259197	Hs.509513	NM_147130	211583_x_at	human
259215	Hs.591794	NM_001003693		human
259217		NM_025015	214434_at	human
259230		NM_147156	212989_at	human
259232	Hs.525146	NM_052867		human
259234	Hs.147695	NR_027695		human
259234	Hs.147695	XR_078570		human
259234	Hs.147695	XR_078916		human
259234	Hs.147695	XR_079429		human
259236	Hs.185777	NM_147196		human
259239	Hs.374924	NM_147197		human
259240	Hs.249828	NM_147198		human
259249		NM_147199		human
259266	Hs.121028	NM_018136	219918_s_at	human
259282		NM_148894		human
259283	Hs.523369	NR_027042		human
259285	Hs.553660	NM_176881		human
259286	Hs.352241	NM_176882		human
259287	Hs.650648	NM_176883		human
259289		NM_176884		human
259290		NM_176885		human
259291	Hs.287378	NM_176886		human
259292		NM_176887		human
259293		NM_001097643		human
259294		NM_176888		human
259295		NM_176889		human
259296		NM_176890		human
259307		NM_152899		human
259307		NM_172374		human
259308	Hs.522093	NM_001141917		human
260293	Hs.439760	NM_178033		human
260294	Hs.510927	NM_001039487		human
260294	Hs.510927	NM_032158		human
260294	Hs.510927	NM_148936		human
260341	Hs.534596	NR_001288		human
260425	Hs.486189	NM_001142782		human
260425	Hs.486189	NM_152900		human
260429	Hs.280658	NM_152891		human
260434	Hs.58314	NM_152901		human
260436	Hs.320147	NM_152997		human
261726	Hs.209431	NM_001031800		human
261726	Hs.209431	NM_152902	214773_x_at	human
261729	Hs.489051	NM_001040665		human
261729	Hs.489051	NM_001040666		human
261729	Hs.489051	NM_152999		human
261734	Hs.462348	NM_015102	213471_at	human
266553	Hs.532138	NM_153003		human
266629	Hs.505601	NM_174975	216346_at	human
266655		NR_015427		human
266675	Hs.302513	NM_153274		human
266695	Hs.614937	NR_002801		human
266697	Hs.558711	NR_024592		human
266722	Hs.171001	NM_153456		human
266722	Hs.171001	XM_002344743		human
