NCBI_GeneID	NCBI_UnigeneID	NCBI_RefSeqID	Affymetrix_probesetID	organism
274	Hs.193163	NM_139349	210201_x_at	human
274	Hs.193163	NM_139349	210202_s_at	human
274	Hs.193163	NM_139349	214439_x_at	human
274	Hs.193163	NM_139349	214643_x_at	human
274	Hs.193163	NM_139350	202931_x_at	human
274	Hs.193163	NM_139350	210201_x_at	human
274	Hs.193163	NM_139350	210202_s_at	human
274	Hs.193163	NM_139350	214439_x_at	human
274	Hs.193163	NM_139350	214643_x_at	human
274	Hs.193163	NM_139351	202931_x_at	human
274	Hs.193163	NM_139351	210201_x_at	human
274	Hs.193163	NM_139351	210202_s_at	human
274	Hs.193163	NM_139351	214439_x_at	human
274	Hs.193163	NM_139351	214643_x_at	human
275	Hs.102267	NM_000481	204294_at	human
275	Hs.102267	NM_001164710	204294_at	human
275	Hs.102267	NM_001164711	204294_at	human
275	Hs.102267	NM_001164712	204294_at	human
275	Hs.102267	NR_028435		human
276		NM_001008221	208498_s_at	human
276		NM_004038	208498_s_at	human
277	Hs.599274	NM_001008218	208498_s_at	human
277		NM_001008218	208498_s_at	human
278		NM_001008219	208498_s_at	human
279		NM_000699	208498_s_at	human
280	Hs.484588	NM_020978	208498_s_at	human
283	Hs.283749	NM_001097577	205141_at	human
283	Hs.283749	NM_001145000	202351_at	human
284	Hs.369675	NM_001146000		human
285	Hs.583870	NM_001118887	205572_at	human
285	Hs.583870	NM_001118887	211148_s_at	human
285	Hs.583870	NM_001118888	211148_s_at	human
285	Hs.583870	NM_001147000		human
286		NM_000037	205389_s_at	human
286		NM_000037	205390_s_at	human
286		NM_000037	205391_x_at	human
286		NM_000037	207087_x_at	human
286		NM_000037	208352_x_at	human
286		NM_000037	208353_x_at	human
286		NM_001142445	205391_x_at	human
286		NM_001142445	207087_x_at	human
286		NM_001142445	208352_x_at	human
286		NM_001142445	208353_x_at	human
286		NM_001142446	205391_x_at	human
286		NM_001142446	207087_x_at	human
286		NM_001142446	208352_x_at	human
286		NM_001142446	208353_x_at	human
286		NM_020475	205389_s_at	human
286		NM_020475	205390_s_at	human
286		NM_020475	205391_x_at	human
286		NM_020475	207087_x_at	human
286		NM_020475	208352_x_at	human
286		NM_020475	208353_x_at	human
286		NM_020476	205389_s_at	human
286		NM_020476	205390_s_at	human
286		NM_020476	205391_x_at	human
286		NM_020476	207087_x_at	human
286		NM_020476	208352_x_at	human
286		NM_020476	208353_x_at	human
286		NM_020477		human
286		NM_020478	205389_s_at	human
286		NM_020478	205391_x_at	human
286		NM_020478	207087_x_at	human
286		NM_020478	208352_x_at	human
286		NM_020478	208353_x_at	human
286		NM_020480	205389_s_at	human
286		NM_020480	205390_s_at	human
286		NM_020480	205391_x_at	human
286		NM_020480	207087_x_at	human
286		NM_020480	208352_x_at	human
286		NM_020480	208353_x_at	human
287	Hs.620557	NM_001127493	202920_at	human
287	Hs.620557	NM_001127493	202921_s_at	human
287	Hs.620557	NM_001148000		human
287	Hs.620557	NM_020977	202921_s_at	human
288	Hs.499725	NM_001149000		human
288	Hs.499725	NM_020987	206385_s_at	human
288	Hs.499725	NM_020987	207950_s_at	human
288	Hs.499725	NM_020987	209442_x_at	human
290	Hs.123933	NM_001150000		human
291	Hs.246506	NM_001151000		human
291		NM_001151000		human
292	Hs.632282	NM_001152001		human
293	Hs.350927	NM_001636	212085_at	human
293	Hs.350927	NM_001636	212826_s_at	human
301	Hs.494173	NM_000700	201012_at	human
302	Hs.511605	NM_001002857	201590_x_at	human
302	Hs.511605	NM_001002857	210427_x_at	human
302	Hs.511605	NM_001002857	213503_x_at	human
302	Hs.511605	NM_001002858	201590_x_at	human
302	Hs.511605	NM_001002858	210427_x_at	human
302	Hs.511605	NM_001002858	213503_x_at	human
302	Hs.511605	NM_001136015	201590_x_at	human
302	Hs.511605	NM_001136015	210427_x_at	human
302	Hs.511605	NM_001136015	213503_x_at	human
302	Hs.511605	NM_004039	201590_x_at	human
302	Hs.511605	NM_004039	210427_x_at	human
302	Hs.511605	NM_004039	213503_x_at	human
303	Hs.546235	NR_001562		human
304	Hs.534301	NR_003573		human
305	Hs.591361	NR_001446		human
306	Hs.480042	NM_005139	209369_at	human
307	Hs.422986	NM_001153000		human
308	Hs.480653	NM_001154000		human
308		NM_001154000		human
309	Hs.412117	NM_001155000		human
309	Hs.412117	NM_004033		human
310	Hs.631827	NM_001156000		human
310	Hs.631827	NM_004034	201366_at	human
310	Hs.631827	NM_004034	209860_s_at	human
311	Hs.530291	NM_001157000		human
311	Hs.530291	NM_145868	206200_s_at	human
311	Hs.530291	NM_145868	214783_s_at	human
311	Hs.530291	NM_145869	206200_s_at	human
311	Hs.530291	NM_145869	214783_s_at	human
312	Hs.181107	NM_001003954	208323_s_at	human
312	Hs.181107	NM_004306	208323_s_at	human
313	Hs.488007	NM_001637	205639_at	human
314	Hs.143102	NM_001158000		human
314	Hs.143102	NM_009590	207064_s_at	human
316	Hs.406238	NM_001159000		human
317	Hs.552567	NM_001160000		human
317	Hs.552567	NM_013229	204859_s_at	human
317	Hs.552567	NM_013229	211553_x_at	human
317	Hs.552567	NM_013229	211554_s_at	human
317	Hs.552567	NM_181861	204859_s_at	human
317	Hs.552567	NM_181861	211553_x_at	human
317	Hs.552567	NM_181861	211554_s_at	human
317	Hs.552567	NM_181868	204859_s_at	human
317	Hs.552567	NM_181868	211553_x_at	human
317	Hs.552567	NM_181868	211554_s_at	human
317	Hs.552567	NM_181869	204859_s_at	human
317	Hs.552567	NM_181869	211553_x_at	human
318	Hs.493767	NM_001161000		human
318	Hs.493767	NM_147172	218609_s_at	human
318	Hs.493767	NM_147173	218609_s_at	human
319	Hs.534302	NM_001638	207262_at	human
320	Hs.171939	NM_001163000		human
320	Hs.592974	NM_001163000		human
321	Hs.618112	NM_001130414	209870_s_at	human
321	Hs.618112	NM_001130414	209871_s_at	human
321	Hs.618112	NM_005503	209870_s_at	human
321	Hs.618112	NM_005503	209871_s_at	human
322	Hs.372840	NM_001164000	221884_at	human
322	Hs.372840	NM_145689	202652_at	human
323	Hs.479602	NM_001166050	212970_at	human
323	Hs.479602	NM_001166050	212972_x_at	human
323	Hs.479602	NM_001166050	212985_at	human
323	Hs.479602	NM_001166050	213419_at	human
323	Hs.479602	NM_001166050	40148_at	human
323	Hs.479602	NM_001166051	212970_at	human
323	Hs.479602	NM_001166051	212972_x_at	human
323	Hs.479602	NM_001166051	212985_at	human
323	Hs.479602	NM_001166051	213419_at	human
323	Hs.479602	NM_001166051	40148_at	human
323	Hs.479602	NM_001166052	212970_at	human
323	Hs.479602	NM_001166052	212972_x_at	human
323	Hs.479602	NM_001166052	212985_at	human
323	Hs.479602	NM_001166052	213419_at	human
323	Hs.479602	NM_001166052	40148_at	human
323	Hs.479602	NM_001166053	212970_at	human
323	Hs.479602	NM_001166053	212972_x_at	human
323	Hs.479602	NM_001166053	212985_at	human
323	Hs.479602	NM_001166053	213419_at	human
323	Hs.479602	NM_001166053	40148_at	human
323	Hs.479602	NM_001166054	212970_at	human
323	Hs.479602	NM_001166054	212972_x_at	human
323	Hs.479602	NM_001166054	212985_at	human
323	Hs.479602	NM_001166054	213419_at	human
323	Hs.479602	NM_001166054	40148_at	human
323	Hs.479602	NM_004307	212970_at	human
323	Hs.479602	NM_004307	212972_x_at	human
323	Hs.479602	NM_004307	212985_at	human
323	Hs.479602	NM_004307	213419_at	human
323	Hs.479602	NM_004307	40148_at	human
323	Hs.479602	NM_173075	213419_at	human
323	Hs.479602	NM_173075	40148_at	human
324	Hs.158932	NM_000038	203525_s_at	human
324	Hs.158932	NM_000038	203526_s_at	human
324	Hs.158932	NM_000038	203527_s_at	human
324	Hs.158932	NM_000038	216933_x_at	human
324	Hs.158932	NM_001127510	203525_s_at	human
324	Hs.158932	NM_001127510	203526_s_at	human
324	Hs.158932	NM_001127510	203527_s_at	human
324	Hs.158932	NM_001127510	216933_x_at	human
324	Hs.158932	NM_001127511	203525_s_at	human
324	Hs.158932	NM_001127511	203526_s_at	human
324	Hs.158932	NM_001127511	203527_s_at	human
324	Hs.158932	NM_001127511	216933_x_at	human
325	Hs.507080	NM_001639	206350_at	human
326	Hs.129829	NM_000383	208090_s_at	human
326	Hs.129829	NM_000658	208090_s_at	human
327	Hs.517969	NM_001640	201284_s_at	human
328	Hs.73722	NM_001641	210027_s_at	human
328	Hs.73722	NM_080648	210027_s_at	human
328	Hs.73722	NM_080649	210027_s_at	human
330	Hs.127799	NM_001165000		human
330	Hs.127799	NM_182962	210538_s_at	human
331	Hs.356076	NM_001167569		human
332	Hs.514527	NM_001012270	202094_at	human
332	Hs.514527	NM_001012270	202095_s_at	human
332	Hs.514527	NM_001012270	210334_x_at	human
332	Hs.514527	NM_001012271	202094_at	human
332	Hs.514527	NM_001012271	202095_s_at	human
332	Hs.514527	NM_001012271	210334_x_at	human
332	Hs.514527	NM_001168000		human
333	Hs.74565	NM_001024807	209462_at	human
333	Hs.74565	NM_005166	209462_at	human
334		NM_001142276	208248_x_at	human
334		NM_001142276	208702_x_at	human
334		NM_001142276	208703_s_at	human
334		NM_001142276	208704_x_at	human
334		NM_001142276	211404_s_at	human
334		NM_001142276	214875_x_at	human
334		NM_001142277	208702_x_at	human
334		NM_001142277	208703_s_at	human
334		NM_001142277	211404_s_at	human
334		NM_001142277	214875_x_at	human
334		NM_001142278	208702_x_at	human
334		NM_001142278	211404_s_at	human
334		NM_001142278	214875_x_at	human
334		NM_001642	208248_x_at	human
334		NM_001642	208702_x_at	human
334		NM_001642	208703_s_at	human
334		NM_001642	208704_x_at	human
334		NM_001642	211404_s_at	human
334		NM_001642	214875_x_at	human
334		NR_024515		human
334		NR_024516		human
335	Hs.633003	NM_000039	204450_x_at	human
335	Hs.633003	NM_000039	217073_x_at	human
336	Hs.237658	NM_001643	219465_at	human
336	Hs.237658	NM_001643	219466_s_at	human
337		NM_000482	206894_at	human
338	Hs.120759	NM_000384	205108_s_at	human
339	Hs.560000	NM_001644	207158_at	human
341	Hs.110675	NM_001645	204416_x_at	human
341	Hs.110675	NM_001645	213553_x_at	human
342		NR_028412		human
342		NR_028413		human
342		NR_028414		human
342		XR_078862		human
343	Hs.176658	NM_001169	206784_at	human
344	Hs.75615	NM_000483	204561_x_at	human
344	Hs.75615	NM_000483	206738_at	human
345	Hs.73849	NM_000040	205820_s_at	human
346		NM_001646	204561_x_at	human
346		NM_001646	206738_at	human
347	Hs.522555	NM_001647	201525_at	human
348		NM_000041	203381_s_at	human
348		NM_000041	203382_s_at	human
348		NM_000041	212884_x_at	human
350	Hs.445358	NM_000042	205216_s_at	human
351	Hs.434980	NM_000484	200602_at	human
351	Hs.434980	NM_000484	211277_x_at	human
351	Hs.434980	NM_000484	214953_s_at	human
351	Hs.434980	NM_001136016	200602_at	human
351	Hs.434980	NM_001136016	211277_x_at	human
351	Hs.434980	NM_001136016	214953_s_at	human
351	Hs.434980	NM_001136129	200602_at	human
351	Hs.434980	NM_001136129	211277_x_at	human
351	Hs.434980	NM_001136129	214953_s_at	human
351	Hs.434980	NM_001136130	200602_at	human
351	Hs.434980	NM_001136130	211277_x_at	human
351	Hs.434980	NM_001136130	214953_s_at	human
351	Hs.434980	NM_001136131	200602_at	human
351	Hs.434980	NM_001136131	211277_x_at	human
351	Hs.434980	NM_001136131	214953_s_at	human
351	Hs.434980	NM_201413	200602_at	human
351	Hs.434980	NM_201413	211277_x_at	human
351	Hs.434980	NM_201413	214953_s_at	human
351	Hs.434980	NM_201414	200602_at	human
351	Hs.434980	NM_201414	211277_x_at	human
351	Hs.434980	NM_201414	214953_s_at	human
353	Hs.28914	NM_000485	203219_s_at	human
353	Hs.28914	NM_000485	213892_s_at	human
353	Hs.28914	NM_001030018	213892_s_at	human
354	Hs.171995	NM_001030047	204582_s_at	human
354	Hs.171995	NM_001030047	204583_x_at	human
354	Hs.171995	NM_001030048	204582_s_at	human
354	Hs.171995	NM_001030048	204583_x_at	human
354	Hs.171995	NM_001030049		human
354	Hs.171995	NM_001030050		human
354	Hs.171995	NM_001648	204582_s_at	human
354	Hs.171995	NM_001648	204583_x_at	human
355	Hs.244139	NM_000043	204780_s_at	human
355	Hs.244139	NM_000043	204781_s_at	human
355	Hs.244139	NM_000043	215719_x_at	human
355	Hs.244139	NM_000043	216252_x_at	human
355	Hs.244139	NM_152871	204780_s_at	human
355	Hs.244139	NM_152871	204781_s_at	human
355	Hs.244139	NM_152871	215719_x_at	human
355	Hs.244139	NM_152871	216252_x_at	human
355	Hs.244139	NM_152872	215719_x_at	human
355	Hs.244139	NM_152872	216252_x_at	human
355	Hs.244139	NM_152873		human
355	Hs.244139	NM_152874		human
355	Hs.244139	NM_152875		human
355	Hs.244139	NM_152876		human
355	Hs.244139	NM_152877		human
355	Hs.244139	NR_028033		human
355	Hs.244139	NR_028034		human
355	Hs.244139	NR_028035		human
355	Hs.244139	NR_028036		human
356	Hs.200716	NM_000639	210865_at	human
356	Hs.200716	NM_000639	211333_s_at	human
357	Hs.567236	NM_001649	204967_at	human
358	Hs.76152	NM_198098	207542_s_at	human
358	Hs.76152	NM_198098	209047_at	human
359	Hs.130730	NM_000486	206672_at	human
360	Hs.234642	NM_004925	203747_at	human
360	Hs.234642	NM_004925	39248_at	human
360	Hs.234642	NM_004925	39249_at	human
361	Hs.315369	NM_001650	210066_s_at	human
361	Hs.315369	NM_001650	210067_at	human
361	Hs.315369	NM_001650	210068_s_at	human
361	Hs.315369	NM_001650	210906_x_at	human
361	Hs.315369	NM_004028	210066_s_at	human
361	Hs.315369	NM_004028	210067_at	human
361	Hs.315369	NM_004028	210068_s_at	human
361	Hs.315369	NM_004028	210906_x_at	human
362	Hs.298023	NM_001651	213611_at	human
363	Hs.54505	NM_001652	208435_s_at	human
364	Hs.455323	NM_001170	206955_at	human
366	Hs.104624	NM_020980	205568_at	human
367	Hs.496240	NM_000044	211110_s_at	human
367	Hs.496240	NM_001011645	211110_s_at	human
368	Hs.442182	NM_001079528	214033_at	human
368	Hs.442182	NM_001171	208480_s_at	human
368	Hs.442182	NM_001171	215559_at	human
369	Hs.446641	NM_001654	201895_at	human
372	Hs.33642	NM_001142281	201176_s_at	human
372	Hs.33642	NM_001655	201176_s_at	human
373	Hs.7921	NM_001656	204732_s_at	human
373	Hs.7921	NM_001656	210994_x_at	human
373	Hs.7921	NM_001656	210995_s_at	human
373	Hs.7921	NM_033227	210994_x_at	human
373	Hs.7921	NM_033227	210995_s_at	human
373	Hs.7921	NM_033228	210994_x_at	human
373	Hs.7921	NM_033228	210995_s_at	human
374	Hs.270833	NM_001657	205239_at	human
375	Hs.286221	NM_001024226	200065_s_at	human
375	Hs.286221	NM_001024226	208750_s_at	human
375	Hs.286221	NM_001024227	200065_s_at	human
375	Hs.286221	NM_001024227	208750_s_at	human
375	Hs.286221	NM_001024228	200065_s_at	human
375	Hs.286221	NM_001024228	208750_s_at	human
375	Hs.286221	NM_001658	200065_s_at	human
375	Hs.286221	NM_001658	208750_s_at	human
377	Hs.119177	NM_001659	200011_s_at	human
377	Hs.119177	NM_001659	200734_s_at	human
377	Hs.119177	NM_001659	211622_s_at	human
378		NM_001660	201096_s_at	human
378		NM_001660	201097_s_at	human
379	Hs.183153	NM_001661	203586_s_at	human
379		NM_001661	203586_s_at	human
381		NM_001662	201526_at	human
382	Hs.525330	NM_001663	203311_s_at	human
382	Hs.525330	NM_001663	203312_x_at	human
382		NM_001663	203311_s_at	human
382		NM_001663	203312_x_at	human
383	Hs.440934	NM_000045	206177_s_at	human
384		NM_001172	203945_at	human
384		NM_001172	203946_s_at	human
387	Hs.247077	NM_001664	200059_s_at	human
387		NM_001664	200059_s_at	human
388	Hs.502876	NM_004040	212099_at	human
389	Hs.502659	NM_001042678	200885_at	human
389	Hs.502659	NM_001042679	200885_at	human
389	Hs.502659	NM_175744	200885_at	human
389		NM_001042678	200885_at	human
389		NM_001042679	200885_at	human
389		NM_175744	200885_at	human
390		NM_005168	212724_at	human
391	Hs.501728	NM_001665	203175_at	human
392	Hs.138860	NM_004308	202117_at	human
392	Hs.138860	NM_004308	216689_x_at	human
393		NM_001164741	204425_at	human
393		NM_001666	204425_at	human
394	Hs.592313	NM_001030055	217936_at	human
394	Hs.592313	NM_001173	217936_at	human
395	Hs.435291	NM_006125	208085_s_at	human
395	Hs.435291	NM_013423	206167_s_at	human
395	Hs.435291	NM_013427	206167_s_at	human
396	Hs.159161	NM_004309	201167_x_at	human
396	Hs.159161	NM_004309	201168_x_at	human
396	Hs.159161	NM_004309	211716_x_at	human
396	Hs.159161	NM_004309	213606_s_at	human
397	Hs.504877	NM_001175	201288_at	human
398	Hs.647388	NM_001176	206888_s_at	human
399		NM_004310	204951_at	human
400	Hs.372616	NM_001177	201657_at	human
400	Hs.372616	NM_001177	201658_at	human
400	Hs.372616	NM_001177	201659_s_at	human
401		NM_005169	214609_at	human
402	Hs.502836	NM_001667	202564_x_at	human
403	Hs.182215	NM_004311	202641_at	human
405	Hs.632446	NM_001668	210828_s_at	human
405	Hs.632446	NM_001668	218221_at	human
405	Hs.632446	NM_001668	218222_x_at	human
405	Hs.632446	NM_178426		human
405	Hs.632446	NM_178427	210828_s_at	human
405	Hs.632446	NM_178427	218221_at	human
405	Hs.632446	NM_178427	218222_x_at	human
406		NM_001030272	209824_s_at	human
406		NM_001030272	210971_s_at	human
406		NM_001030273	209824_s_at	human
406		NM_001030273	210971_s_at	human
406		NM_001178	209824_s_at	human
406		NM_001178	210971_s_at	human
407	Hs.308028	NM_004312	207136_at	human
408	Hs.503284	NM_004041	218832_x_at	human
408	Hs.503284	NM_020251	218832_x_at	human
408	Hs.625320	NM_004041	218832_x_at	human
408	Hs.625320	NM_020251	218832_x_at	human
409	Hs.435811	NM_004313	203388_at	human
409	Hs.435811	NM_199004	203388_at	human
410	Hs.88251	NM_000487	204443_at	human
410	Hs.88251	NM_001085425	204443_at	human
410	Hs.88251	NM_001085426	204443_at	human
410	Hs.88251	NM_001085427	204443_at	human
410	Hs.88251	NM_001085428	204443_at	human
411	Hs.149103	NM_000046	206129_s_at	human
411	Hs.149103	NM_198709		human
411	Hs.604199	NM_000046	206129_s_at	human
411	Hs.604199	NM_198709		human
412	Hs.522578	NM_000351	203767_s_at	human
412	Hs.522578	NM_000351	203768_s_at	human
412	Hs.522578	NM_000351	203769_s_at	human
412	Hs.522578	NM_000351	203770_s_at	human
412		NM_000351	203767_s_at	human
412		NM_000351	203768_s_at	human
412		NM_000351	203769_s_at	human
412		NM_000351	203770_s_at	human
414	Hs.528631	NM_001669	206831_s_at	human
414	Hs.528631	NM_009589	207784_at	human
415	Hs.386975	NM_000047	205894_at	human
416	Hs.101674	NM_004042	214490_at	human
417	Hs.382188	NM_004314	207919_at	human
419	Hs.24976	NM_001130016	210147_at	human
419	Hs.24976	NM_001130017	210147_at	human
419	Hs.24976	NM_001179	210147_at	human
420	Hs.591158	NM_021071	207220_at	human
420		NM_021071	207220_at	human
421		NM_001670	205784_x_at	human
421		NM_001670	217516_x_at	human
427	Hs.527412	NM_001127505		human
427	Hs.527412	NM_004315	210980_s_at	human
427	Hs.527412	NM_004315	213702_x_at	human
427	Hs.527412	NM_177924	210980_s_at	human
427	Hs.527412	NM_177924	213702_x_at	human
427	Hs.633993	NM_001127505		human
427	Hs.633993	NM_004315	210980_s_at	human
427	Hs.633993	NM_004315	213702_x_at	human
427	Hs.633993	NM_177924	210980_s_at	human
427	Hs.633993	NM_177924	213702_x_at	human
429		NM_004316	209985_s_at	human
429		NM_004316	209987_s_at	human
429		NM_004316	209988_s_at	human
429		NM_004316	213768_s_at	human
430	Hs.152475	NM_005170	207607_at	human
432	Hs.12056	NM_001671	206743_s_at	human
433		NM_001181	206130_s_at	human
433		NM_080912	206130_s_at	human
433		NM_080913	206130_s_at	human
433		NM_080914	206130_s_at	human
434		NM_001672	214498_at	human
435	Hs.632015	NM_000048	204608_at	human
435	Hs.632015	NM_001024943	204608_at	human
435	Hs.632015	NM_001024944	204608_at	human
435	Hs.632015	NM_001024946	204608_at	human
438	Hs.522572	NM_004043	206779_s_at	human
438	Hs.522572	NM_004043	210551_s_at	human
439	Hs.465985	NM_004317	202024_at	human
440	Hs.489207	NM_001673	205047_s_at	human
440	Hs.489207	NM_133436	205047_s_at	human
440	Hs.489207	NM_183356	205047_s_at	human
443	Hs.171142	NM_000049	206030_at	human
443	Hs.171142	NM_001128085	206030_at	human
444	Hs.332422	NM_001164750	205808_at	human
444	Hs.332422	NM_001164751	209135_at	human
444	Hs.332422	NM_001164751	210896_s_at	human
444	Hs.332422	NM_001164752	209135_at	human
444	Hs.332422	NM_001164752	210896_s_at	human
444	Hs.332422	NM_001164753		human
444	Hs.332422	NM_001164754	205808_at	human
444	Hs.332422	NM_001164755	209135_at	human
444	Hs.332422	NM_001164755	210896_s_at	human
444	Hs.332422	NM_001164756		human
444	Hs.332422	NM_004318	205808_at	human
444	Hs.332422	NM_020164	207284_s_at	human
444	Hs.332422	NM_032466	209135_at	human
444	Hs.332422	NM_032466	210896_s_at	human
